id_demandeur,nom,age,ville,domaine,titre_professionnel,niveau_etudes,annees_experience,competences,soft_skills,langues,cv_texte
PPBZV2512020053451,PPBZV2512020053451,25,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Géomaticien ,BAC,0,,,français,"Métier visé : Géomaticien . Qualification : géomaticien . Géomaticien. Filière : Bac D. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : BAC."
PPBZV2512020053455,PPBZV2512020053455,29,Brazzaville,"Informatique, Data, Télécommunications & Digital",Informaticienne,Licence (BAC+3),0,,,français,"Métier visé : Informaticienne. Qualification : informaticienne. Technicien Informatique. Filière : Informatique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence ."
PPBZV2512020053458,PPBZV2512020053458,22,Brazzaville,"Sécurité, Sûreté & Défense",Agent de sécurité,BAC,0,,,français,"Métier visé : Agent de sécurité. Qualification : agent de sécurité. Agent de Securite. Filière : Aucune. Secteur métier : Sécurité, Sûreté & Défense. Diplôme : BAC D."
PPBZV2512020053462,PPBZV2512020053462,28,Brazzaville,Agriculture & Industrie Agroalimentaire,Technicien agroalimentaire,Sans diplôme,0,,,français,Métier visé : Technicien agroalimentaire. Qualification : technicien agroalimentaire. Technicien Agroalimentaire. Filière : Aucune. Secteur métier : Agriculture & Industrie Agroalimentaire. Diplôme : Sans diplome.
PPBZV2512020053467,PPBZV2512020053467,28,Brazzaville,Droit et Justice,droit privé ,Licence (BAC+3),0,,,français,Métier visé : droit privé . Qualification : droit privé . Juriste Droit Prive. Filière : Droit privé. Secteur métier : Droit et Justice. Diplôme : Licence en droit privé .
PPBZV2512020053468,PPBZV2512020053468,26,Brazzaville,Hôtellerie-Restauration,Hôtelier ,BEPC,0,gestion hôtelière,,français,Métier visé : Hôtelier . Qualification : hôtelier . Hotelier. Filière : Gestion Hôtelière. Secteur métier : Hôtellerie-Restauration. Diplôme : BEPC .
PPBZV2512020053469,PPBZV2512020053469,21,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Licence (BAC+3),0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Bac D. Secteur métier : Parcours Étudiant et Formation. Diplôme : Licence informatique .
PPBZV2512020053471,PPBZV2512020053471,43,Brazzaville,Fonction Publique & Administration,Administrateur public,Licence (BAC+3),0,,,français,Métier visé : Administrateur public. Qualification : administrateur public. Spécialiste en Administration Publique. Filière : Administration Publique. Secteur métier : Fonction Publique & Administration. Diplôme : licence.
PPBZV2512020053474,PPBZV2512020053474,27,Brazzaville,"Informatique, Data, Télécommunications & Digital",Informaticien,Licence (BAC+3),0,,,français,"Métier visé : Informaticien. Qualification : informaticien. Technicien Informatique. Filière : Informatique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence ."
PPBZV2512020053476,PPBZV2512020053476,28,Brazzaville,Agriculture & Industrie Agroalimentaire,Agriculteur,BAC,0,,,français,Métier visé : Agriculteur. Qualification : agriculteur. Agriculteur / Exploitant Agricole. Filière : Bac A. Secteur métier : Agriculture & Industrie Agroalimentaire. Diplôme : BAC .
PPBZV2512020053480,PPBZV2512020053480,34,Brazzaville,"Transport, Logistique & Supply Chain",Chauffeur de poids lourd,Sans diplôme,0,supply chain,,français,"Métier visé : Chauffeur de poids lourd. Qualification : chauffeur de poids lourd. Chauffeur Poids Lourds. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : CEPE."
PPBZV2512020053491,PPBZV2512020053491,20,Brazzaville,"Sécurité, Sûreté & Défense",Agent de sécurité,BAC,0,,,français,"Métier visé : Agent de sécurité. Qualification : agent de sécurité. Agent de Securite. Filière : Bac A. Secteur métier : Sécurité, Sûreté & Défense. Diplôme : BACCALAUREAT."
PPBZV2512020053492,PPBZV2512020053492,23,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent service client ,Sans diplôme,0,service client;vente,,français,"Métier visé : Agent service client . Qualification : agent service client . Agent de Service Client. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Sans diplome."
PPBZV2512020053497,PPBZV2512020053497,26,Brazzaville,Hôtellerie-Restauration,Hôtelier ,BAC,0,gestion hôtelière,,français,Métier visé : Hôtelier . Qualification : hôtelier . Hotelier. Filière : Gestion Hôtelière. Secteur métier : Hôtellerie-Restauration. Diplôme : BAC .
PPBZV2512020053500,PPBZV2512020053500,20,Brazzaville,Parcours Étudiant et Formation,Bachelier en sciences,Sans diplôme,0,,,français,Métier visé : Bachelier en sciences. Qualification : bachelier en sciences. Bachelier en Sciences. Filière : Aucune. Secteur métier : Parcours Étudiant et Formation. Diplôme : Sans diplome.
PPBZV2512020053501,PPBZV2512020053501,24,Brazzaville,"Sécurité, Sûreté & Défense",Agent de sécurité,Sans diplôme,0,,,français,"Métier visé : Agent de sécurité. Qualification : agent de sécurité. Agent de Securite. Filière : Aucune. Secteur métier : Sécurité, Sûreté & Défense. Diplôme : Sans diplome."
PPBZV2512020053502,PPBZV2512020053502,21,Brazzaville,Divers,Economiste,Licence (BAC+3),0,,,français,Métier visé : Economiste. Qualification : economiste. Économiste. Filière : Economie. Diplôme : Licence.
PPBZV2512020053506,PPBZV2512020053506,50,Brazzaville,"Transport, Logistique & Supply Chain",Chauffeur/Mécanicien,Sans diplôme,0,supply chain,,français,"Métier visé : Chauffeur/Mécanicien. Qualification : chauffeur/mécanicien. Chauffeur-Mécanicien. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : CEPE."
PPBZV2512020053509,PPBZV2512020053509,35,Brazzaville,Fonction Publique & Administration,Agent chargé  d'évaluation  (H/F),Sans diplôme,0,,,français,Métier visé : Agent chargé  d'évaluation  (H/F). Qualification : agent chargé  d'évaluation  (h/f). Chargé d'Évaluation. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Diplôme : Sans diplome.
PPBZV2512020053516,PPBZV2512020053516,22,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Licence (BAC+3),0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Electronique Et Télécommunication . Secteur métier : Parcours Étudiant et Formation. Diplôme : Licence.
PPBZV2512020053517,PPBZV2512020053517,29,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Gestionnaire des ressources humaines ,BAC,0,gestion des ressources humaines,,français,"Métier visé : Gestionnaire des ressources humaines . Qualification : gestionnaire des ressources humaines . Gestionnaire de Ressources Humaines. Filière : Bac A. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : BAC."
PPBZV2512020053519,PPBZV2512020053519,29,Brazzaville,"Informatique, Data, Télécommunications & Digital",Technicien de fibre optique,Licence (BAC+3),0,fibre optique,,français,"Métier visé : Technicien de fibre optique. Qualification : technicien de fibre optique. Technicien Fibre Optique. Filière : Réseaux et Télécommunications. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence en réseaux et télécommunications ."
PPBZV2512020053524,PPBZV2512020053524,28,Brazzaville,"Informatique, Data, Télécommunications & Digital",Informaticien,BAC,0,,,français,"Métier visé : Informaticien. Qualification : informaticien. Technicien Informatique. Filière : Informatique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Bac."
PPBZV2512020053526,PPBZV2512020053526,20,Brazzaville,"Commerce, Vente, Marketing & Distribution",Call center,Sans diplôme,0,vente,,français,"Métier visé : Call center. Qualification : call center. Agent de Centre d'Appels. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Sans diplome."
PPBZV2512020053530,PPBZV2512020053530,22,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur de systèmes et réseaux,Sans diplôme,0,,,français,"Métier visé : Administrateur de systèmes et réseaux. Qualification : administrateur de systèmes et réseaux. Administrateur Systèmes & Réseaux. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512020053534,PPBZV2512020053534,27,Brazzaville,"Informatique, Data, Télécommunications & Digital",Informaticienne,Licence (BAC+3),0,,,français,"Métier visé : Informaticienne. Qualification : informaticienne. Technicien Informatique. Filière : Réseaux et Télécommunications. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence ."
PPBZV2512020053536,PPBZV2512020053536,25,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Assistant des ressources humaines,BAC+2 (BTS/DUT),0,gestion des ressources humaines,,français,"Métier visé : Assistant des ressources humaines. Qualification : assistant des ressources humaines. Assistant en Ressources Humaines. Filière : Gestion des Ressources Humaines. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : BTS."
PPBZV2512020053537,PPBZV2512020053537,36,Brazzaville,"Informatique, Data, Télécommunications & Digital",technicien  en réseau et télécommunication,Licence (BAC+3),0,,,français,"Métier visé : technicien  en réseau et télécommunication. Qualification : technicien  en réseau et télécommunication. Technicien Réseaux & Télécom. Filière : Informatique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence."
PPBZV2512020053539,PPBZV2512020053539,28,Brazzaville,Fonction Publique & Administration,Administrateur,Licence (BAC+3),0,,,français,Métier visé : Administrateur. Qualification : administrateur. Administrateur/Gestionnaire de Fonctions Support. Filière : Administration générale. Secteur métier : Fonction Publique & Administration. Diplôme : Licence Droit public (Administration publique).
PPBZV2512020053544,PPBZV2512020053544,38,Brazzaville,"Industrie, Production & Maintenance",Technicien supérieur en maintenance industrielle ,BEPC,0,maintenance industrielle,,français,"Métier visé : Technicien supérieur en maintenance industrielle . Qualification : technicien supérieur en maintenance industrielle . Maintenancier Industriel. Filière : Froid et Climatisation. Secteur métier : Industrie, Production & Maintenance. Diplôme : BEPC."
PPBZV2512020053552,PPBZV2512020053552,27,Brazzaville,"Commerce, Vente, Marketing & Distribution",Conseiller client,BAC,0,vente,,français,"Métier visé : Conseiller client. Qualification : conseiller client. Conseiller clientèle. Filière : Bac D. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : BAC."
PPBZV2512020053557,PPBZV2512020053557,26,Brazzaville,Parcours Étudiant et Formation,Etudiant ,BAC,0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Bac A. Secteur métier : Parcours Étudiant et Formation. Diplôme : BACCALAUREAT.
PPBZV2512020053558,PPBZV2512020053558,26,Brazzaville,"Informatique, Data, Télécommunications & Digital",Réseaux informatique,BAC,0,,,français,"Métier visé : Réseaux informatique. Qualification : réseaux informatique. Administrateur Réseaux. Filière : Réseaux et Télécommunications. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : BAc ."
PPBZV2512020053559,PPBZV2512020053559,21,Brazzaville,Parcours Étudiant et Formation,Etudiante ,Sans diplôme,0,,,français,Métier visé : Etudiante . Qualification : etudiante . Etudiant. Filière : Aucune. Secteur métier : Parcours Étudiant et Formation. Diplôme : Sans diplome.
PPBZV2512020053561,PPBZV2512020053561,25,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau telecom ,Sans diplôme,0,,,français,"Métier visé : Administrateur réseau telecom . Qualification : administrateur réseau telecom . Architecte Réseaux. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512020053562,PPBZV2512020053562,55,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Maçon / Ferailleur,Sans diplôme,0,,,français,"Métier visé : Maçon / Ferailleur. Qualification : maçon / ferailleur. Maçon / Ferrailleur. Filière : Aucune. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : CEPE."
PPBZV2512020053563,PPBZV2512020053563,25,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau,Sans diplôme,0,,,français,"Métier visé : Administrateur réseau. Qualification : administrateur réseau. Administrateur Réseaux & Télécoms. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512020053564,PPBZV2512020053564,21,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant comptable. Qualification : assistant comptable. Assistant Comptable. Filière : Comptabilité et Gestion financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Licence professionnelle ."
PPBZV2512020053565,PPBZV2512020053565,24,Brazzaville,Droit et Justice,Juriste,Licence (BAC+3),0,,,français,Métier visé : Juriste. Qualification : juriste. Juriste. Filière : Droit des Affaires. Secteur recherché : Droit et Justice. Secteur métier : Droit et Justice. Secteur d'activité : Droit et Justice. Diplôme : Licence en droit des affaires.
PPBZV2512020053567,PPBZV2512020053567,39,Brazzaville,"Commerce, Vente, Marketing & Distribution",Responsable des opérations ,BAC+2 (BTS/DUT),0,secrétariat;vente,,français,"Métier visé : Responsable des opérations . Qualification : responsable des opérations . Responsable des Opérations. Filière : Secrétariat. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : BTS ."
PPBZV2512020053568,PPBZV2512020053568,28,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assureur ,BAC+2 (BTS/DUT),0,comptabilité;fiscalité,,français,"Métier visé : Assureur . Qualification : assureur . Conseiller en Assurance. Filière : Assurance. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : DTA."
